Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Sector
2205,Nabox,NABOX,0.0,0.0,-6.4,-2.5,17.6,173965.0,208614091935.0,1000000000000.0,812853.0,Altcoin
2206,DeepFakeAI,FAKEAI,0.0,-0.1,-29.6,-8.9,30.8,30391.0,958824031.0,959000000.0,812149.0,Altcoin
2207,Mad Meerkat ETF,METF,1.28,0.4,10.6,30.3,118.8,6308.0,635547.0,1770000.0,810059.0,Altcoin
2208,Kuma Inu,KUMA,0.0,0.5,-1.7,-2.3,3.0,34761.0,118750167011963.0,1000000000000000.0,810406.0,Altcoin
2209,PERI Finance,PERI,0.06,-1.0,5.6,12.5,136.9,40318.0,13101342.0,18600000.0,810366.0,DeFi
2210,MORK,MORK,0.08,0.0,0.0,0.0,0.0,0.0,9679848.0,10000000.0,803704.0,Altcoin
2211,BANK (Ordinals),BANK,0.01,6.5,10.1,13.0,176.7,34072.0,100000000.0,100000000.0,809675.0,Altcoin
2212,CREDITS,CS,0.0,0.4,1.1,-21.4,-18.9,30435.0,223456423.0,249000000.0,807955.0,Altcoin
2213,FRAKT,FRKT,0.11,0.3,3.8,-22.3,91.1,2532.0,7621149.0,50000000.0,807780.0,Altcoin
2214,The Rug Game,TRG,0.0,-0.1,-1.5,-0.2,40.6,15670.0,5265499541702.0,5270000000000.0,806708.0,Altcoin
2215,PulsePad,PLSPAD,0.0,2.2,-8.7,-4.7,77.6,43525.0,170000000.0,5000000000.0,805757.0,Altcoin
2216,Allbridge,ABR,0.11,1.8,2.2,34.0,31.6,2644.0,7353854.0,96800000.0,801561.0,Altcoin
2217,PIRB,PIRB,0.01,-0.1,-13.0,21.7,29.6,4483.0,69420000.0,69400000.0,801330.0,Altcoin
2218,HanChain,HAN,0.05,0.1,0.7,-31.7,-21.4,143181.0,14866633.0,1500000000.0,800624.0,Infrastructure/L1/L2
2219,Primecoin,XPM,0.03,5.6,-2.9,3.1,15.4,329.0,25381219.0,0.0,799676.0,Altcoin
2220,TXA,TXA,0.12,0.1,3.0,-6.2,24.0,73238.0,6710392.0,49600000.0,799206.0,Altcoin
2221,Zenlink Network,ZLK,0.01,0.1,2.9,6.5,30.7,39196.0,54452160.0,71400000.0,793338.0,Infrastructure/L1/L2
2222,Port Finance,PORT,0.02,-0.8,5.8,16.3,58.2,204029.0,35621899.0,100000000.0,792419.0,DeFi
2223,Savanna,SVN,0.0,-0.8,13.1,19.2,129.5,63322.0,189197880.0,189000000.0,792381.0,Altcoin
2224,BananaCat,BCAT,0.0,-3.5,-11.2,69.2,0.0,128625.0,944521933.0,945000000.0,792273.0,Altcoin
2225,$BSV,BSV,0.04,3.5,7.0,57.5,304.9,42706.0,21000000.0,21000000.0,789216.0,Altcoin
2226,Unvest,UNV,0.0,0.0,0.0,0.0,0.0,0.0,780160650.0,1000000000.0,787016.0,Altcoin
2227,Savedroid,SVD,0.0,-0.6,-1.4,-9.7,89.3,810.0,3023427192.0,6180000000.0,787300.0,Altcoin
2228,EarthFund,1EARTH,0.0,1.4,-3.7,11.5,42.9,238596.0,355976000.0,1000000000.0,787289.0,Altcoin
2229,Must,MUST,7.55,0.1,0.2,-5.1,16.1,2212.0,104373.0,1000000.0,786918.0,Altcoin
2230,zkApes Token,ZAT,0.0,0.5,0.5,-7.6,-22.5,17722.0,38926356238081.0,68800000000000.0,786870.0,Altcoin
2231,Yup,YUP,0.01,0.1,1.4,18.0,32.9,151.0,63772630.0,76500000.0,783547.0,Altcoin
2232,Dash Diamond,DASHD,0.0,0.3,-12.3,-8.0,-28.1,628.0,393345214.0,393000000.0,783597.0,Altcoin
2233,GeniuX,IUX,0.01,0.5,0.1,-15.9,-3.9,64568.0,64209629.0,1000000000.0,783206.0,Altcoin
2234,SWAG Finance,SWAG,0.01,0.0,0.0,0.0,0.0,0.0,104987284.0,625000000.0,804793.0,DeFi
2235,Kintsugi,KINT,0.4,0.5,-1.7,0.7,31.8,41931.0,1973738.0,10000000.0,781925.0,Altcoin
2236,Hummus,HUM,0.01,0.1,-1.8,-14.1,25.2,3021.0,102265991.0,300000000.0,781350.0,Altcoin
2237,LYNX,LYNX,0.32,0.0,-10.5,-25.3,0.0,161438.0,2465941.0,5000000.0,779361.0,Altcoin
2238,AlphaScan,ASCN,0.03,0.5,0.6,-36.1,-40.9,2967.0,27891089.0,50000000.0,778247.0,Altcoin
2239,Memetic,MEME,0.02,0.4,-26.3,-44.6,-33.3,2281.0,41827754.0,0.0,777705.0,Memecoin
2240,Afreum,AFR,0.0,3.9,3.8,-0.2,15.6,29684.0,5649984784.0,8000000000.0,778671.0,Altcoin
2241,CryptoBlades,SKILL,0.78,0.4,-9.9,-19.1,60.0,96244.0,1000000.0,1000000.0,777261.0,Altcoin
2242,OpenDAO,SOS,0.0,-0.1,1.5,-0.9,-7.7,413497.0,39895439517783.0,100000000000000.0,776704.0,Altcoin
2243,A51 Finance,A51,0.65,-0.1,0.5,-2.9,-3.3,68.71,1190326.0,4390000.0,772461.0,DeFi
2244,Woonkly Power,WOOP,0.0,0.2,-10.5,-18.0,25.0,124571.0,230799050.0,409000000.0,772376.0,Altcoin
2245,Teh Fund,FUND,0.02,1.0,13.1,16.1,3.4,9767.0,50000000.0,50000000.0,771666.0,Altcoin
2246,Tidex,TDX,0.08,0.6,168.1,-9.1,156.7,128735.0,10000000.0,100000000.0,769928.0,DeFi
2247,Equation,EQU,10.99,0.5,2.1,29.4,0.0,21812.0,70104.0,237000.0,769509.0,Altcoin
2248,Xfinite Entertainment,XET,0.0,0.2,-7.7,8.1,9.9,83006.0,2330000000.0,4000000000.0,766825.0,Altcoin
2249,Decentral Games (Old),DG,19.39,0.0,-13.0,-21.3,46.2,1305.0,39468.0,1000000.0,764641.0,Altcoin
2250,TPRO,TPRO,0.0,0.0,4.7,24.0,68.1,3816.0,379614213.0,1140000000.0,758609.0,Altcoin
2251,Ripio Credit Network,RCN,0.0,-0.3,3.4,-15.2,2.6,443.0,530848856.0,1000000000.0,755893.0,Infrastructure/L1/L2
2252,Omni,OMNI,1.22,0.0,0.0,0.8,10.0,177.0,618140.0,618000.0,753452.0,Altcoin
2253,HollyGold,HGOLD,0.06,-0.1,0.3,-4.5,32.1,2010.0,11694797.0,1000000000.0,753357.0,Altcoin
2254,e-Money,NGM,0.01,-0.6,1.3,9.8,99.5,7274.0,76712212.0,136000000.0,750983.0,Altcoin
2255,unFederalReserve,ERSDL,0.0,-0.2,-5.2,23.6,26.2,3130.0,377027906.0,454000000.0,751290.0,Altcoin
2256,Arken Finance,$ARKEN,0.0,0.3,-0.1,-5.4,-9.8,3012.0,599474753.0,10000000000.0,748920.0,DeFi
2257,ADAMANT Messenger,ADM,0.01,1.7,6.5,2.0,11.4,297572.0,111571562.0,101000000.0,742411.0,Altcoin
2258,PRIMAL,PRIMAL,0.0,0.1,0.1,-2.8,9.2,97458.0,1695468642.0,5000000000.0,741062.0,Altcoin
2259,Coldstack,CLS,0.04,-0.1,2.1,0.9,4.4,86974.0,18076011.0,49800000.0,741093.0,Altcoin
2260,Football World Community,FWC,0.0,-0.8,-4.3,-14.7,-4.3,256632.0,4.16596848063453e+16,2e+17,740847.0,Altcoin
2261,Vabble,VAB,0.0,0.0,0.4,-6.9,9.8,924.0,833000000.0,1460000000.0,739730.0,Altcoin
2262,SpiceUSD,USDS,0.09,17.6,14.7,-4.8,10.6,7.84,8309089.0,19400000.0,737657.0,Stablecoin
2263,COINHUB,CHB,0.0,-0.1,1.4,1.2,-1.8,480290.0,913085224.0,10000000000.0,737364.0,Altcoin
2264,SCI Coin,SCI+,0.0,0.0,0.0,0.0,0.0,0.0,9984783934.0,10000000000.0,725643.0,Altcoin
2265,Reality Metaverse,MRV,0.01,-0.4,-0.7,46.9,-66.3,1029.0,117092598.0,1000000000.0,733239.0,Altcoin
2266,DecentraWeb,DWEB,0.05,0.6,11.5,-3.2,-0.9,780.0,13383865.0,100000000.0,733261.0,Altcoin
2267,Leverj Gluon,L2,0.0,0.0,2.5,22.4,40.6,14.8,238912395.0,219000000.0,731365.0,Altcoin
2268,Global Digital Cluster Coin,GDCC,0.83,2.0,-0.5,5.1,-38.7,253657.0,878976.0,1900000.0,730583.0,Altcoin
2269,Dimecoin,DIME,0.0,1.6,-0.7,27.6,21.6,172.0,570628079376.0,539000000000.0,729375.0,Altcoin
2270,Citadel.one,XCT,0.01,0.0,-2.4,-15.1,98.9,10.43,122248337.0,970000000.0,729338.0,Altcoin
2271,ElonDoge.io,EDOGE,0.0,-0.1,-9.6,-7.6,0.4,92.48,551150261254889.0,1000000000000000.0,725545.0,Memecoin
2272,Odyssey,OCN,0.0,-0.5,-15.4,-7.2,117.0,67793.0,10000000000.0,10000000000.0,723063.0,Altcoin
2273,Iustitia Coin,IUS,0.0,0.6,-15.3,33.2,229.0,638120.0,92233720368.0,92200000000.0,719613.0,Altcoin
2274,UpBots,UBXN,0.0,0.0,0.3,-23.6,-13.6,103.0,427285561.0,494000000.0,717175.0,Altcoin
2275,Chronicle,XNL,0.01,-3.8,-5.8,11.5,118.5,49869.0,48040458.0,100000000.0,716532.0,Altcoin
2276,KOK,KOK,0.01,2.3,-13.5,-13.9,3.4,711941.0,107333422.0,5000000000.0,715920.0,Altcoin
2277,Morphex,MPX,0.04,-0.2,-7.0,-12.1,62.9,7930.0,18909265.0,48400000.0,713555.0,Altcoin
2278,Uniform Fiscal Object,UFO,0.0,-0.9,-2.5,-0.1,41.8,41.71,3951690768.0,4000000000.0,712738.0,Altcoin
2279,Wizarre Scroll,SCRL,0.0,0.1,-4.0,60.4,90.1,50817.0,4516482348.0,9950000000.0,712630.0,Altcoin
2280,Tarot V1,TAROT,0.01,-9.1,-17.2,-37.1,-57.3,2025.0,57886045.0,100000000.0,712285.0,Altcoin
2281,Bankless BED Index,BED,72.7,0.0,3.2,4.9,19.9,4111.0,9763.0,9760.0,709759.0,DeFi
2282,Baby Shiba Inu,BABYSHIB,0.0,-2.8,-9.0,-21.4,-54.6,189085.0,394944473.0,420000000.0,706151.0,Memecoin
2283,Baanx,BXX,0.02,-14.1,2.8,37.1,95.9,136329.0,36111671.0,250000000.0,705340.0,Altcoin
2284,Tune.Fm,JAM,0.0,-0.4,-2.4,-1.0,19.4,218266.0,2830265261.0,3000000000.0,702799.0,Altcoin
2285,Flare Token,1FLR,0.0,0.5,-0.6,-8.2,20.6,681.0,4000000000.0,4000000000.0,701268.0,Altcoin
2286,bloXmove,BLXM,0.04,-0.3,4.3,3.5,-8.4,10677.0,16883880.0,50000000.0,697746.0,Altcoin
2287,Zap,ZAP,0.0,-2.3,-12.7,-20.0,-9.7,692.0,460000000.0,520000000.0,697418.0,Altcoin
2288,DAOhaus,HAUS,0.7,0.5,0.9,-6.5,-1.6,47.35,1000000.0,1000000.0,696631.0,Altcoin
2289,DogemonGo,DOGO,0.0,0.0,0.0,0.0,0.0,0.0,104930000000.0,138000000000.0,676060.0,Memecoin
2290,NEXT,NEXT,0.06,0.0,0.0,0.0,0.0,0.0,16110438.0,18200000.0,943151.0,Altcoin
2291,Zclassic,ZCL,0.07,0.0,-1.9,-2.5,28.5,14021.0,9287024.0,11500000.0,687883.0,Altcoin
2292,Phoenixcoin,PXC,0.01,0.2,21.8,-21.9,18.4,15.29,89670931.0,98000000.0,686517.0,Altcoin
2293,DeepOnion,ONION,0.03,0.3,15.4,35.4,-45.4,2.64,22680365.0,0.0,686291.0,Altcoin
2294,GemLink,GLINK,0.01,-1.4,4.4,12.7,34.4,994.0,79555450.0,160000000.0,685949.0,Altcoin
2295,Ferma,FERMA,0.06,-1.1,-5.6,-6.4,17.2,77790.0,11000000.0,11000000.0,685027.0,Altcoin
2296,Savvy,SVY,0.27,0.5,1.1,1.2,-0.8,9708.0,2580914.0,10000000.0,684507.0,Altcoin
2297,Thorus,THO,0.11,0.0,0.0,0.0,0.0,0.0,11281948.0,34700000.0,1235390.0,Altcoin
2298,Quick Intel,QUICKI,0.0,0.5,0.4,-3.8,-12.4,997.0,748000000000.0,748000000000.0,683416.0,Altcoin
2299,Draken,DRK,0.0,0.0,0.0,-0.1,-0.1,277.0,977465921.0,977000000.0,683348.0,Altcoin
2300,Coin of the champions,COC,0.0,-0.1,-7.0,-1.3,-22.8,88.46,148725889766907.0,993000000000000.0,682981.0,Altcoin
2301,Linkeye,LET,0.0,0.3,-1.2,1.1,4.5,287839.0,624044958.0,1000000000.0,682761.0,Altcoin
2302,Lotty,LOTTY,0.0,0.2,6.1,1.4,2.7,40492.0,686609735014.0,1000000000000.0,681927.0,Altcoin
2303,Tokoin,TOKO,0.0,8.4,31.2,56.6,96.8,531971.0,581974972.0,2000000000.0,679683.0,Altcoin
2304,DxSale Network,SALE,0.08,0.0,1.4,-0.3,16.2,1463.0,8215297.0,89700000.0,680591.0,Infrastructure/L1/L2
2305,Oiler,OIL,0.02,0.0,0.0,0.0,0.0,0.0,30290040.0,100000000.0,660202.0,Altcoin
2306,Ethereans,OS,0.83,-0.1,3.2,24.8,72.7,566.0,821523.0,1000000.0,678222.0,Altcoin
2307,Atlas USV,USV,6.41,0.2,1.3,-3.7,-26.8,46.09,105483.0,284000.0,674848.0,Altcoin
2308,PlotX,PLOT,0.01,2.3,-1.2,-5.0,9.1,96633.0,104422139.0,200000000.0,674364.0,Altcoin
2309,Equilibre,VARA,0.03,1.7,27.7,483.8,711.6,3927.0,21376890.0,53400000.0,674110.0,Altcoin
2310,Wanaka Farm,WANA,0.0,0.2,-2.3,-0.7,-1.4,270.0,153520265.0,500000000.0,671441.0,Altcoin
2311,Superpower Squad,SQUAD,0.0,1.4,2.3,-13.1,-11.9,520621.0,316403935.0,1000000000.0,670920.0,Altcoin
2312,Integritee,TEER,0.51,3.0,15.6,54.4,206.2,105776.0,1300000.0,10000000.0,670122.0,Altcoin
2313,Nemesis Downfall,ND,0.0,-5.1,-17.3,-85.9,42.2,162089.0,5891185371.0,20000000000.0,669931.0,Altcoin
2314,Integral,ITGR,0.01,-0.1,8.1,-4.9,37.3,304775.0,80790341.0,299000000.0,669375.0,Altcoin
2315,The Three Kingdoms,TTK,0.0,0.0,4.9,3.5,-2.0,25672.0,798207733.0,1000000000.0,668767.0,Altcoin
2316,Bob's Repair,BOB,0.0,-0.1,4.7,45.5,64.1,90.58,265222314.0,360000000.0,666624.0,Altcoin
2317,Primate,PRIMATE,0.0,1.8,9.0,-3.0,37.9,754.0,187504907.0,2060000000.0,664957.0,Altcoin
2318,Auroracoin,AUR,0.03,0.2,-1.4,6.8,23.5,56.96,19769331.0,21000000.0,663071.0,Altcoin
2319,Polar Sync,POLAR,0.0,0.0,0.0,0.0,0.0,0.0,197187749.0,1000000000.0,648830.0,Altcoin
2320,BitCore,BTX,0.03,0.3,-1.5,0.9,6.4,12.7,19406329.0,21000000.0,659386.0,Altcoin
2321,RSSC,RSSC,0.04,0.0,0.0,0.0,0.0,0.0,21000000.0,21000000.0,918715.0,Altcoin
2322,Ryo Currency,RYO,0.01,10.3,-1.1,-3.5,-32.2,505.0,49121482.0,88200000.0,658927.0,Altcoin
2323,Polker,PKR,0.0,0.0,4.3,-2.1,116.8,121755.0,387693142.0,1000000000.0,658282.0,Altcoin
2324,Parallax,PLX,0.17,-0.5,0.8,-21.0,293.5,5987.0,3949838.0,14100000.0,657809.0,Altcoin
2325,B.Protocol,BPRO,0.14,0.0,0.0,0.0,0.0,0.0,4722737.0,4720000.0,644836.0,Infrastructure/L1/L2
2326,Pussy Financial,PUSSY,0.0,0.0,0.0,0.0,0.0,0.0,218398529553.0,420000000000.0,638965.0,Altcoin
2327,Roush Fenway Racing Fan Token,ROUSH,0.69,1.3,1.9,-7.2,-1.6,12756.0,965659.0,5000000.0,654996.0,Altcoin
2328,Arcona,ARCONA,0.04,0.1,3.6,2.9,21.8,42760.0,15181707.0,15200000.0,653948.0,Altcoin
2329,Atlas Navi,NAVI,0.03,-1.8,-10.5,8.4,81.8,64009.0,23824249.0,300000000.0,653778.0,Altcoin
2330,BlockchainSpace,GUILD,0.0,-0.3,-2.1,8.0,20.9,249024.0,207843230.0,1000000000.0,653121.0,Infrastructure/L1/L2
2331,SmartCash,SMART,0.0,-6.1,-3.9,22.4,11.7,52.83,2953892297.0,5000000000.0,652711.0,Altcoin
2332,Edgeless,EDG,0.01,0.0,0.0,0.0,0.0,0.0,115146962.0,132000000.0,642280.0,Altcoin
2333,Filecoin Standard Full Hashrate,SFIL,0.32,-0.3,-1.1,-7.2,2.7,23583.0,2000000.0,2500000.0,649139.0,Altcoin
2334,Stohn Coin,SOH,0.04,-6.5,-5.3,708.5,664.1,135569.0,15443515.0,15400000.0,647793.0,Altcoin
2335,Inter Stable Token,IST,1.0,0.5,-0.3,-0.4,-0.1,233806.0,649118.0,649000.0,647171.0,Altcoin
2336,Aldrin,RIN,0.05,0.0,-4.9,-12.4,-3.5,26259.0,12363871.0,50000000.0,645235.0,Altcoin
2337,Professional Fighters League Fan Token,PFL,0.62,0.1,-2.5,17.3,-1.0,12196.0,1036181.0,5000000.0,645233.0,Altcoin
2338,Blockchain Monster Hunt,BCMC,0.0,-0.1,-12.4,-27.8,-12.6,31010.0,236144679.0,1000000000.0,644262.0,Infrastructure/L1/L2
2339,Freeway,FWT,0.0,-1.1,-8.4,-19.2,-37.4,16828.0,6775222000.0,10000000000.0,643644.0,Altcoin
2340,ExchangeCoin,EXCC,0.02,0.1,-3.7,-21.4,-50.1,217201.0,29460789.0,32000000.0,642656.0,Altcoin
2341,BlackCoin,BLK,0.01,1.1,-38.6,-59.4,-56.1,6916.0,62441613.0,100000000.0,642049.0,Altcoin
2342,Kryptonite,SEILOR,0.0,-0.3,-4.6,-10.4,6.4,29493.0,193000000.0,263000000.0,636635.0,Altcoin
2343,Definder Network,DNT,0.12,-0.3,-1.6,1.1,6.4,24.91,5100896.0,21500000.0,635078.0,Infrastructure/L1/L2
2344,Endpoint Cex Fan Token,ENDCEX,0.25,-0.5,-0.5,-6.1,17.2,7765.0,2512801.0,5000000.0,632964.0,Altcoin
2345,Ceres,CERES,22.13,-8.8,-10.3,-6.7,53.3,3096.0,23549.0,23500.0,627760.0,Altcoin
2346,Denarius,D,0.07,0.4,-1.7,2.7,22.1,1.09,8660604.0,10000000.0,627058.0,Altcoin
2347,LOCG,$LOCG,0.0,-0.5,-5.6,-20.0,-36.1,75426.0,136665500.0,150000000.0,625543.0,Altcoin
2348,Youwho,YOU,0.0,-0.1,0.0,0.2,0.0,5660.0,488058909.0,7250000000.0,621718.0,Altcoin
2349,IQeon,IQN,0.11,0.0,0.0,0.0,0.0,0.0,5491860.0,5490000.0,622048.0,Altcoin
2350,Rainmaker Games,RAIN,0.0,-0.8,26.6,62.2,72.3,2063171.0,444474339.0,1000000000.0,623126.0,Altcoin
2351,Essentia,ESS,0.0,0.7,-1.2,-16.5,-11.4,39477.0,1080572458.0,1760000000.0,622779.0,Altcoin
2352,Pickle Finance,PICKLE,0.45,-0.1,-2.5,-5.5,-50.4,27556.0,1359228.0,3240000.0,618744.0,DeFi
2353,Kylacoin,KCN,144.4,-0.3,3.2,31.3,39.5,13450.0,4218.0,4220.0,618736.0,Altcoin
2354,Flooring Protocol μMilady,ΜMIL,0.0,-0.1,-4.0,-15.5,0.0,56284.0,155000000.0,155000000.0,618213.0,Infrastructure/L1/L2
2355,Funex,FUNEX,0.07,0.1,-0.3,-3.2,0.2,18985.0,9158696.0,150000000.0,615598.0,Altcoin
2356,Phuture,PHTR,0.02,0.5,4.3,4.5,133.6,27047.0,31057388.0,100000000.0,614646.0,Altcoin
2357,MetaGameHub DAO,MGH,0.0,0.2,-3.9,-0.6,42.5,1785.0,306034093.0,500000000.0,614037.0,Altcoin
2358,XMax,XMX,0.0,4.4,7.2,0.8,-7.1,29387.0,27000000000.0,30000000000.0,613497.0,Altcoin
2359,Raft,RAFT,0.0,9.3,-22.0,-14.5,-62.6,381718.0,288400000.0,2500000000.0,612973.0,Altcoin
2360,Dypius,DYP,0.02,-2.6,-3.8,0.0,0.0,118035.0,31824595.0,230000000.0,612712.0,Altcoin
2361,88mph,MPH,0.48,0.2,5.0,-5.3,-16.7,29575.0,1277065.0,1580000.0,611662.0,Altcoin
2362,Oggy Inu,OGGY,0.0,-1.6,-4.1,-8.3,-50.3,37054.0,1.1425164761581e+17,1.14e+17,609097.0,Altcoin
2363,Kripto,KRIPTO,0.0,0.1,10.9,13.0,-5.7,315594.0,5091487856.0,5090000000.0,608389.0,Altcoin
2364,$DOG (Ordinals),$DOG,0.0,0.0,0.0,0.0,0.0,0.0,100000000000000.0,100000000000000.0,838510.0,Altcoin
2365,WeGro,WEGRO,0.0,0.0,0.0,0.0,0.0,0.0,1471884687.0,4620000000.0,751790.0,Altcoin
2366,bAlpha,BALPHA,30.48,-7.3,88.8,68.4,154.5,24226.0,18000.0,18000.0,603013.0,Altcoin
2367,Nebulas,NAS,0.01,-0.4,8.0,11.1,30.6,35608.0,45500000.0,100000000.0,600946.0,Altcoin
2368,Envision,VIS,0.01,0.1,0.1,-4.7,-24.8,1153.0,43236078.0,199000000.0,600063.0,Altcoin
2369,Coin98 Dollar,CUSD,0.99,0.8,0.9,2.2,-3.2,20.35,603670.0,604000.0,598139.0,Stablecoin
2370,Alanyaspor Fan Token,ALA,0.61,0.2,-1.1,-5.0,-5.5,38370.0,972272.0,3000000.0,594626.0,Altcoin
2371,IXO,IXO,0.01,-0.6,1.7,-1.5,36.7,509.0,86640000.0,126000000.0,593457.0,Altcoin
2372,Mare Finance,MARE,0.01,0.6,-2.2,-32.6,9.2,1838.0,51342241.0,100000000.0,592190.0,DeFi
2373,Dohrnii,DHN,0.01,-0.4,-26.5,143.1,245.6,5156.0,53532209.0,332000000.0,592240.0,Altcoin
2374,Tracer DAO,TCR,0.0,0.0,0.0,0.0,0.0,0.0,704234967.0,1000000000.0,579181.0,Altcoin
2375,Tranche Finance,SLICE,0.03,0.6,0.6,-1.7,10.5,37852.0,17419343.0,20000000.0,590321.0,DeFi
2376,Grumpy,GRUM,0.0,1.5,-16.5,92.5,92.5,101724.0,21000000000.0,21000000000.0,589561.0,Altcoin
2377,Sharbi,$SHARBI,0.0,0.5,1.7,-3.7,-38.2,17.31,1000000000000.0,1000000000000.0,589365.0,Altcoin
2378,Zeitgeist,ZTG,0.03,-0.2,-4.2,-7.1,1.5,31607.0,19006273.0,106000000.0,589208.0,Altcoin
2379,Kattana,KTN,0.24,1.0,-0.6,-3.8,59.2,57968.0,2481905.0,10000000.0,585412.0,Altcoin
2380,All In,ALLIN,0.64,-2.7,2.9,-11.8,-2.5,82824.0,921435.0,996000.0,581513.0,Altcoin
2381,Popcorn,POP,0.02,0.5,4.8,2.2,-14.6,132.0,23750426.0,100000000.0,579261.0,Altcoin
2382,8Pay,8PAY,0.01,0.1,-4.9,1.6,412.9,1395.0,64727636.0,88900000.0,578979.0,Altcoin
2383,PUBLC,PUBLX,0.0,0.2,-4.7,-15.7,180.7,3075.0,218422043.0,100000000000.0,578541.0,Altcoin
2384,NOOT (Ordinals),NOOT,0.0,-0.7,-6.8,48.2,339.3,38890.0,1000000000.0,1000000000.0,577966.0,Altcoin
2385,delta.theta,DLTA,0.01,0.0,0.0,0.0,0.0,0.0,97150000.0,99800000.0,579704.0,Altcoin
2386,Tolar,TOL,0.0,0.0,0.0,0.0,0.0,0.0,222761042.0,88400000.0,578319.0,Altcoin
2387,Fantohm,FHM,0.2,0.0,0.0,0.0,0.0,0.0,2940265.0,2230000.0,578176.0,Altcoin
2388,Unistake,UNISTAKE,0.0,-0.1,-1.0,-2.2,9.7,38759.0,159279276.0,280000000.0,574689.0,Altcoin
2389,FreeRossDAO,FREE,0.0,5.3,-12.2,1.3,26.4,26877.0,7716753607.0,9290000000.0,574416.0,Altcoin
2390,Ledgis,LED,0.01,-0.1,1.6,5.6,10.0,3898.0,41068691.0,1000000000.0,574232.0,Altcoin
2391,Cramer Coin,$CRAMER,0.0,0.0,0.3,42.3,2.0,1081.0,815811556.0,1000000000.0,573782.0,Altcoin
2392,Dragon Crypto Aurum,DCAU,3.76,-0.4,-16.2,45.0,44.8,11354.0,151740.0,154000.0,571938.0,Altcoin
2393,Pawthereum,PAWTH,0.0,0.0,0.0,0.0,0.0,0.0,844832949.0,858000000.0,569836.0,Altcoin
2394,Solrise Finance,SLRS,0.0,0.0,-5.4,-38.5,-28.9,36774.0,149152604.0,1000000000.0,571437.0,DeFi
2395,Okuru,XOT,9.55,0.4,-2.1,-2.2,-9.3,19335.0,59748.0,150000.0,569269.0,Altcoin
2396,Trace Network Labs,TRACE,0.01,0.7,-1.0,-1.3,10.1,135620.0,74191846.0,100000000.0,565777.0,Infrastructure/L1/L2
2397,Wombex,WMX,0.01,-0.1,-18.7,-46.4,-29.9,38737.0,40499168.0,72400000.0,562308.0,Altcoin
2398,Caviar,CVR,0.03,-0.7,-4.0,1.4,-46.1,2098.0,16909381.0,16900000.0,561778.0,Altcoin
2399,KEK,KEKE,0.0,0.5,1.5,1.0,-4.3,152316.0,76435976159861.0,77800000000000.0,559696.0,Altcoin
2400,PirateCash,PIRATE,0.01,0.2,-2.8,-6.5,-2.7,1565.0,55142995.0,105000000.0,559440.0,Altcoin
2401,APY.vision,VISION,0.36,0.6,9.8,3.6,17.0,169.0,1539665.0,1790000.0,558639.0,Altcoin
2402,AurusX,AX,0.33,-0.1,-2.4,56.0,25.5,117981.0,1685005.0,30000000.0,557056.0,Altcoin
2403,NFTrade,NFTD,0.01,-0.4,0.7,0.8,-10.5,32992.0,46584184.0,135000000.0,556643.0,Altcoin
2404,Roobee,ROOBEE,0.0,1.3,-14.0,-13.4,-21.6,187947.0,1204487689.0,5400000000.0,556525.0,Altcoin
2405,Odin Protocol,ODIN,0.02,-8.8,-5.7,-9.3,138.5,1087.0,27652292.0,119000000.0,555870.0,Infrastructure/L1/L2
2406,Akropolis,AKRO,0.01,0.9,-4.7,-7.5,-6.6,4341027.0,100000000.0,5000000000.0,555714.0,Altcoin
2407,Aurora Chain,AOA,0.0,-0.1,-1.0,-0.7,50.6,2696.0,4345218905.0,10000000000.0,555624.0,Infrastructure/L1/L2
2408,STACKS,STACKS,0.0,0.0,-1.7,-10.5,-35.9,1144752.0,877399094366.0,877000000000.0,554407.0,Altcoin
2409,Spartan Protocol,SPARTA,0.01,-0.2,-4.9,-3.0,-2.4,44514.0,88642066.0,99000000.0,554010.0,Infrastructure/L1/L2
2410,BRN Metaverse,BRN,0.05,-0.1,-6.6,-9.0,10.8,269954.0,10394656.0,254000000.0,554021.0,Altcoin
2411,ChainPort,PORTX,0.0,-0.3,-4.8,10.0,40.9,28011.0,123812504.0,680000000.0,551911.0,Infrastructure/L1/L2
2412,RIZON,ATOLO,0.0,0.9,-6.6,-2.8,8.1,28525.0,2320564098.0,2820000000.0,550872.0,Altcoin
2413,CoFiX,COFI,0.04,-3.3,-9.7,2.9,-12.7,254800.0,13457553.0,13500000.0,549877.0,Altcoin
2414,Enigma,ENG,0.01,-2.9,7.0,-39.1,2.6,167274.0,82717912.0,150000000.0,549115.0,Altcoin
2415,BillionHappiness,BHC,12.46,8.7,4.1,-6.7,36.6,935.0,50000.0,50000.0,548878.0,Altcoin
2416,Monsterra,MSTR,0.08,-5.3,-5.9,26.2,24.3,332656.0,6699722.0,99400000.0,547649.0,Altcoin
2417,Mogul Productions,STARS,0.0,-0.1,-13.6,-2.2,-7.0,127247.0,292660492.0,400000000.0,547282.0,Altcoin
2418,KCAL,KCAL,0.14,-0.2,2.2,-2.0,-12.9,500695.0,3900000.0,50000000.0,544374.0,Altcoin
2419,Wavelength,WAVE,0.13,0.2,-3.6,116.7,124.2,166.0,4336756.0,3150000.0,543719.0,Altcoin
